locations	POST	/locations/{locationId}/customFields/upload	upload-file-customFields	Uploads File to customFields	[{"bearer":["locations/customFields.write"]}]
locations	GET	/locations/{locationId}/customValues	get-custom-values	Get Custom Values	[{"bearer":["locations/customValues.readonly"]}]
locations	POST	/locations/{locationId}/customValues	create-custom-value	Create Custom Value	[{"bearer":["locations/customValues.write"]}]
locations	GET	/locations/{locationId}/customValues/{id}	get-custom-value	Get Custom Value	[{"bearer":[]}]
locations	PUT	/locations/{locationId}/customValues/{id}	update-custom-value	Update Custom Value	[{"bearer":[]}]
locations	DELETE	/locations/{locationId}/customValues/{id}	delete-custom-value	Delete Custom Value	[{"bearer":[]}]
locations	GET	/locations/{locationId}/timezones	get-timezones	Fetch Timezones	[{"bearer":["locations.readonly"]},{"Location-Access":["locations.readonly"]}]
locations	GET	/locations/{locationId}/templates	GET-all-or-email-sms-templates	GET all or email/sms templates	[{"bearer":["locations/templates.readonly"]}]
locations	DELETE	/locations/{locationId}/templates/{id}	DELETE-an-email-sms-template	DELETE an email/sms template	[{"bearer":[]}]
locations	POST	/locations/	create-location	Create Sub-Account (Formerly Location)	[{"Agency-Access":["locations.write"]}]
marketplace	POST	/marketplace/billing/charges	charge	Create a new wallet charge	[{"Location-Access-Only":["charges.write"]}]
marketplace	GET	/marketplace/billing/charges	getCharges	Get all wallet charges	[{"Location-Access-Only":["charges.readonly"]}]
marketplace	DELETE	/marketplace/billing/charges/{chargeId}	deleteCharge	Delete a wallet charge	[{"Location-Access-Only":["charges.write"]}]
marketplace	GET	/marketplace/billing/charges/{chargeId}	getSpecificCharge	Get specific wallet charge details	[{"Location-Access-Only":["charges.readonly"]}]
marketplace	GET	/marketplace/billing/charges/has-funds	hasFunds	Check if account has sufficient funds	[{"Location-Access-Only":["charges.readonly"]}]
marketplace	DELETE	/marketplace/app/{appId}/installations	uninstall-application	Uninstall an application	[{"Location-Access-Only":[]},{"Agency-Access":[]}]
marketplace	GET	/marketplace/app/{appId}/installations	get-installer-details	Get Installer Details	[]
medias	GET	/medias/files	fetch-media-content	Get List of Files/ Folders	[{"Location-Access":["medias.readonly"]}]
medias	POST	/medias/upload-file	upload-media-content	Upload File into Media Library	[{"Location-Access":["medias.write"]}]
medias	DELETE	/medias/{id}	delete-media-content	Delete File or Folder	[{"Location-Access":["medias.write"]}]
medias	POST	/medias/{id}	update-media-object	Update File/ Folder	[{"Location-Access":[]}]
medias	POST	/medias/folder	create-media-folder	Create Folder	[{"Location-Access":[]}]
medias	PUT	/medias/update-files	bulk-update-media-objects	Bulk Update Files/ Folders	[{"Location-Access":[]}]
